room,category,length,width,height
Living Room Systems,PLATSA Combinations,76.0,10.0,4.0
Living Room Systems,PLATSA Combinations,69.0,60.0,2.0
Living Room Systems,PLATSA Combinations,49.0,9.0,6.0
Living Room Systems,PLATSA Combinations,89.0,80.0,2.0
Living Room Systems,PLATSA Combinations,77.0,80.0,2.0
Living Room Systems,PLATSA Combinations,54.0,53.8,15.0
Living Room Systems,PLATSA Combinations,37.0,7.4,5.0
Living Room Systems,PLATSA Combinations,154.0,140.0,60.0
Living Room Systems,PLATSA Combinations,56.0,60.0,5.0
Living Room Systems,PLATSA Combinations,76.0,80.0,5.0
Living Room Systems,PLATSA Combinations,65.0,56.4,3.0
Living Room Systems,PLATSA Combinations,89.0,80.0,2.0
Living Room Systems,PLATSA Combinations,14.0,13.0,11.0
Living Room Systems,PLATSA Combinations,61.0,55.0,5.0
Living Room Systems,PLATSA Combinations,61.0,41.0,5.0
Living Room Systems,PLATSA Combinations,23.0,18.0,4.0
Living Room Systems,PLATSA Combinations,69.0,60.0,2.0
Living Room Systems,PLATSA Combinations,81.0,41.0,5.0
Living Room Systems,PLATSA Combinations,74.0,73.8,15.0
Living Room Systems,PLATSA Combinations,91.0,12.0,6.0
Living Room Systems,PLATSA Combinations,56.0,10.0,4.0
Living Room Systems,PLATSA Combinations,91.0,12.0,6.0
Living Room Systems,PLATSA Combinations,157.0,120.0,5.0
Living Room Systems,PLATSA Combinations,57.0,60.0,2.0
Living Room Systems,PLATSA Combinations,54.0,53.8,13.0
Living Room Systems,PLATSA Combinations,91.0,12.0,6.0
Living Room Systems,PLATSA Combinations,,180.0,191.0
Living Room Systems,PLATSA Combinations,,220.0,251.0
Living Room Systems,PLATSA Combinations,,280.0,191.0
Living Room Systems,PLATSA Combinations,,300.0,131.0
Living Room Systems,PLATSA Combinations,,300.0,221.0
Living Room Systems,PLATSA Combinations,,320.0,241.0
Modular Sofas,GRONLID System,,87.0,90.0
Modular Sofas,GRONLID System,,87.0,90.0
Modular Sofas,GRONLID System,,87.0,90.0
Modular Sofas,GRONLID System,,87.0,90.0
Modular Sofas,GRONLID System,,78.0,90.0
Modular Sofas,GRONLID System,,117.0,
Modular Sofas,GRONLID System,,117.0,
Modular Sofas,GRONLID System,,117.0,
Modular Sofas,GRONLID System,,117.0,
Modular Sofas,GRONLID System,,117.0,
Modular Sofas,GRONLID System,,117.0,
Modular Sofas,GRONLID System,,339.0,
Modular Sofas,GRONLID System,,339.0,
Modular Sofas,GRONLID System,,339.0,
Modular Sofas,GRONLID System,,339.0,
Modular Sofas,GRONLID System,,339.0,
Modular Sofas,GRONLID System,,258.0,
Modular Sofas,GRONLID System,,258.0,
Modular Sofas,GRONLID System,,258.0,
Modular Sofas,GRONLID System,,258.0,
Modular Sofas,GRONLID System,,258.0,
Modular Sofas,GRONLID System,,328.0,
Modular Sofas,GRONLID System,,328.0,
Modular Sofas,GRONLID System,,328.0,
Modular Sofas,GRONLID System,,258.0,
Modular Sofas,GRONLID System,,339.0,
Modular Sofas,GRONLID System,57.0,38.0,6.0
Modular Sofas,GRONLID System,36.0,25.0,5.0
Modular Sofas,GRONLID System,57.0,38.0,4.0
Modular Sofas,GRONLID System,57.0,38.0,7.0
Modular Sofas,GRONLID System,57.0,37.0,7.0
Modular Sofas,GRONLID System,36.0,25.0,7.0
Modular Sofas,GRONLID System,57.0,38.0,11.0
Modular Sofas,GRONLID System,36.0,25.0,3.0
Modular Sofas,GRONLID System,57.0,38.0,9.0
Modular Sofas,GRONLID System,57.0,38.0,7.0
Modular Sofas,GRONLID System,57.0,37.0,6.0
Modular Sofas,GRONLID System,36.0,25.0,7.0
Modular Sofas,GRONLID System,57.0,38.0,8.0
Modular Sofas,GRONLID System,36.0,25.0,8.0
Modular Sofas,GRONLID System,57.0,37.0,11.0
Modular Sofas,GRONLID System,57.0,37.0,11.0
Modular Sofas,GRONLID System,57.0,37.0,6.0
Modular Sofas,GRONLID System,57.0,37.0,15.0
Modular Sofas,GRONLID System,57.0,37.0,9.0
Modular Sofas,GRONLID System,57.0,37.0,5.0
Modular Sofas,GRONLID System,57.0,37.0,9.0
Modular Sofas,GRONLID System,57.0,38.0,6.0
Modular Sofas,GRONLID System,57.0,38.0,6.0
Modular Sofas,GRONLID System,57.0,37.0,7.0
Modular Sofas,GRONLID System,57.0,38.0,7.0
Modular Sofas,GRONLID System,36.0,25.0,6.0
Modular Sofas,GRONLID System,57.0,37.0,7.0
Modular Sofas,GRONLID System,36.0,25.0,9.0
Modular Sofas,GRONLID System,57.0,38.0,14.0
Modular Sofas,GRONLID System,57.0,38.0,10.0
Modular Sofas,GRONLID System,57.0,37.0,5.0
Modular Sofas,GRONLID System,57.0,37.0,6.0
Modular Sofas,GRONLID System,57.0,37.0,4.0
Modular Sofas,GRONLID System,57.0,37.0,6.0
Modular Sofas,GRONLID System,57.0,37.0,9.0
Modular Sofas,GRONLID System,57.0,37.0,6.0
Modular Sofas,GRONLID System,57.0,37.0,15.0
Modular Sofas,GRONLID System,57.0,37.0,5.0
Modular Sofas,GRONLID System,36.0,25.0,5.0
Modular Sofas,GRONLID System,36.0,25.0,5.0
Modular Sofas,GRONLID System,57.0,37.0,11.0
Modular Sofas,GRONLID System,57.0,37.0,7.0
Modular Sofas,GRONLID System,57.0,47.0,38.0
Modular Sofas,GRONLID System,57.0,47.0,38.0
Modular Sofas,GRONLID System,57.0,47.0,38.0
Modular Sofas,GRONLID System,98.0,73.0,49.0
Modular Sofas,GRONLID System,57.0,47.0,38.0
Modular Sofas,GRONLID System,,92.0,
Modular Sofas,GRONLID System,,92.0,
Modular Sofas,GRONLID System,,92.0,
Modular Sofas,GRONLID System,,92.0,
Modular Sofas,GRONLID System,,93.0,
Modular Sofas,GRONLID System,,141.0,
Modular Sofas,GRONLID System,,141.0,
Modular Sofas,GRONLID System,,141.0,
Modular Sofas,GRONLID System,,141.0,
Modular Sofas,GRONLID System,,141.0,
Modular Sofas,GRONLID System,98.0,73.0,49.0
Modular Sofas,GRONLID System,98.0,73.0,49.0
Modular Sofas,GRONLID System,98.0,73.0,49.0
Modular Sofas,GRONLID System,98.0,73.0,49.0
Modular Sofas,GRONLID System,98.0,73.0,49.0
Modular Sofas,GRONLID System,,211.0,
Modular Sofas,GRONLID System,,211.0,
Modular Sofas,GRONLID System,,211.0,
Modular Sofas,GRONLID System,,211.0,
Modular Sofas,GRONLID System,,81.0,
Modular Sofas,GRONLID System,,81.0,
Modular Sofas,GRONLID System,,81.0,
Modular Sofas,GRONLID System,,81.0,
Modular Sofas,GRONLID System,,81.0,
Modular Sofas,GRONLID System,79.0,71.0,53.0
Modular Sofas,GRONLID System,149.0,81.0,46.0
Modular Sofas,GRONLID System,98.0,93.0,63.0
Modular Sofas,GRONLID System,146.0,141.0,31.0
Modular Sofas,GRONLID System,217.0,211.0,31.0
Modular Sofas,GRONLID System,,196.0,
Modular Sofas,GRONLID System,,196.0,
Modular Sofas,GRONLID System,,196.0,
Modular Sofas,GRONLID System,,196.0,
Modular Sofas,GRONLID System,,196.0,
Modular Sofas,GRONLID System,,267.0,
Modular Sofas,GRONLID System,,267.0,
Modular Sofas,GRONLID System,,267.0,
Modular Sofas,GRONLID System,,267.0,
Modular Sofas,GRONLID System,,267.0,
Modular Sofas,GRONLID System,,277.0,
Modular Sofas,GRONLID System,,231.0,
Modular Sofas,GRONLID System,,231.0,
Modular Sofas,GRONLID System,,231.0,
Modular Sofas,GRONLID System,,196.0,
Modular Sofas,GRONLID System,,267.0,
Modular Sofas,GRONLID System,,277.0,
Modular Sofas,GRONLID System,,277.0,
Modular Sofas,GRONLID System,,277.0,
Modular Sofas,GRONLID System,,277.0,
Modular Sofas,GRONLID System,,247.0,
Modular Sofas,GRONLID System,,247.0,
Modular Sofas,GRONLID System,,247.0,
Modular Sofas,GRONLID System,,247.0,
Modular Sofas,GRONLID System,,231.0,
Modular Sofas,GRONLID System,,247.0,
Modular Sofas,GRONLID System,,177.0,
Modular Sofas,GRONLID System,,177.0,
Modular Sofas,GRONLID System,,177.0,
Modular Sofas,GRONLID System,,177.0,
Modular Sofas,GRONLID System,,177.0,
Modular Sofas,GRONLID System,,177.0,
Modular Sofas,KUNGSHAMN System,57.0,37.0,3.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,3.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,3.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,3.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,4.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,3.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,4.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,6.0
Modular Sofas,KUNGSHAMN System,57.0,37.0,3.0
Modular Sofas,KUNGSHAMN System,85.0,67.0,44.0
Modular Sofas,KUNGSHAMN System,85.0,67.0,44.0
Modular Sofas,KUNGSHAMN System,85.0,67.0,44.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,67.0,
Modular Sofas,KUNGSHAMN System,,67.0,
Modular Sofas,KUNGSHAMN System,,67.0,
Modular Sofas,KUNGSHAMN System,,286.0,71.0
Modular Sofas,KUNGSHAMN System,,286.0,71.0
Modular Sofas,KUNGSHAMN System,,286.0,71.0
Modular Sofas,KUNGSHAMN System,,286.0,71.0
Modular Sofas,KUNGSHAMN System,,85.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,KUNGSHAMN System,,237.0,71.0
Modular Sofas,LIDHULT System,,119.0,
Modular Sofas,LIDHULT System,,119.0,
Modular Sofas,LIDHULT System,,119.0,
Modular Sofas,LIDHULT System,,119.0,
Modular Sofas,LIDHULT System,,24.0,55.0
Modular Sofas,LIDHULT System,,24.0,55.0
Modular Sofas,LIDHULT System,,24.0,55.0
Modular Sofas,LIDHULT System,102.0,24.0,55.0
Modular Sofas,LIDHULT System,,138.0,
Modular Sofas,LIDHULT System,,138.0,
Modular Sofas,LIDHULT System,,138.0,
Modular Sofas,LIDHULT System,,138.0,
Modular Sofas,LIDHULT System,,374.0,
Modular Sofas,LIDHULT System,,374.0,
Modular Sofas,LIDHULT System,,374.0,
Modular Sofas,LIDHULT System,,374.0,
Modular Sofas,LIDHULT System,,281.0,
Modular Sofas,LIDHULT System,,281.0,
Modular Sofas,LIDHULT System,,281.0,
Modular Sofas,LIDHULT System,,281.0,
Modular Sofas,LIDHULT System,57.0,37.0,8.0
Modular Sofas,LIDHULT System,57.0,37.0,9.0
Modular Sofas,LIDHULT System,57.0,38.0,5.0
Modular Sofas,LIDHULT System,57.0,38.0,8.0
Modular Sofas,LIDHULT System,57.0,37.0,7.0
Modular Sofas,LIDHULT System,57.0,38.0,5.0
Modular Sofas,LIDHULT System,57.0,38.0,10.0
Modular Sofas,LIDHULT System,57.0,38.0,7.0
Modular Sofas,LIDHULT System,57.0,38.0,13.0
Modular Sofas,LIDHULT System,57.0,38.0,13.0
Modular Sofas,LIDHULT System,57.0,38.0,11.0
Modular Sofas,LIDHULT System,57.0,37.0,6.0
Modular Sofas,LIDHULT System,36.0,25.0,6.0
Modular Sofas,LIDHULT System,57.0,38.0,7.0
Modular Sofas,LIDHULT System,57.0,37.0,5.0
Modular Sofas,LIDHULT System,57.0,38.0,11.0
Modular Sofas,LIDHULT System,57.0,38.0,10.0
Modular Sofas,LIDHULT System,57.0,37.0,13.0
Modular Sofas,LIDHULT System,36.0,25.0,6.0
Modular Sofas,LIDHULT System,57.0,37.0,6.0
Modular Sofas,LIDHULT System,57.0,38.0,8.0
Modular Sofas,LIDHULT System,,141.0,
Modular Sofas,LIDHULT System,,141.0,
Modular Sofas,LIDHULT System,,141.0,
Modular Sofas,LIDHULT System,,71.0,
Modular Sofas,LIDHULT System,,71.0,
Modular Sofas,LIDHULT System,,71.0,
Modular Sofas,LIDHULT System,,211.0,
Modular Sofas,LIDHULT System,,211.0,
Modular Sofas,LIDHULT System,,211.0,
Modular Sofas,LIDHULT System,79.0,71.0,30.0
Modular Sofas,LIDHULT System,130.0,154.0,39.0
Modular Sofas,LIDHULT System,216.0,211.0,30.0
Modular Sofas,LIDHULT System,147.0,141.0,30.0
Modular Sofas,LIDHULT System,,208.0,
Modular Sofas,LIDHULT System,,208.0,
Modular Sofas,LIDHULT System,,208.0,
Modular Sofas,LIDHULT System,,298.0,
Modular Sofas,LIDHULT System,,298.0,
Modular Sofas,LIDHULT System,,298.0,
Modular Sofas,LIDHULT System,,208.0,
Modular Sofas,LIDHULT System,,298.0,
Modular Sofas,LIDHULT System,,259.0,
Modular Sofas,LIDHULT System,,259.0,
Modular Sofas,LIDHULT System,,259.0,
Modular Sofas,LIDHULT System,,259.0,
Modular Sofas,LIDHULT System,,189.0,
Modular Sofas,LIDHULT System,,189.0,
Modular Sofas,LIDHULT System,,189.0,
Modular Sofas,LIDHULT System,,189.0,
Modular Sofas,SODERHAMN System,,93.0,83.0
Modular Sofas,SODERHAMN System,,93.0,83.0
Modular Sofas,SODERHAMN System,,93.0,83.0
Modular Sofas,SODERHAMN System,,291.0,83.0
Modular Sofas,SODERHAMN System,,291.0,83.0
Modular Sofas,SODERHAMN System,,291.0,83.0
Modular Sofas,SODERHAMN System,,99.0,83.0
Modular Sofas,SODERHAMN System,,99.0,83.0
Modular Sofas,SODERHAMN System,,99.0,83.0
Modular Sofas,SODERHAMN System,,99.0,83.0
Modular Sofas,SODERHAMN System,57.0,38.0,6.0
Modular Sofas,SODERHAMN System,57.0,38.0,6.0
Modular Sofas,SODERHAMN System,57.0,37.0,6.0
Modular Sofas,SODERHAMN System,36.0,25.0,6.0
Modular Sofas,SODERHAMN System,57.0,37.0,6.0
Modular Sofas,SODERHAMN System,57.0,37.0,9.0
Modular Sofas,SODERHAMN System,57.0,38.0,9.0
Modular Sofas,SODERHAMN System,36.0,24.0,6.0
Modular Sofas,SODERHAMN System,57.0,37.0,6.0
Modular Sofas,SODERHAMN System,57.0,37.0,5.0
Modular Sofas,SODERHAMN System,57.0,37.0,6.0
Modular Sofas,SODERHAMN System,44.0,29.0,2.0
Modular Sofas,SODERHAMN System,38.0,28.0,2.0
Modular Sofas,SODERHAMN System,38.0,28.0,2.0
Modular Sofas,SODERHAMN System,57.0,38.0,6.0
Modular Sofas,SODERHAMN System,57.0,37.0,8.0
Modular Sofas,SODERHAMN System,36.0,24.0,7.0
Modular Sofas,SODERHAMN System,57.0,38.0,6.0
Modular Sofas,SODERHAMN System,57.0,38.0,6.0
Modular Sofas,SODERHAMN System,36.0,25.0,7.0
Modular Sofas,SODERHAMN System,36.0,24.0,8.0
Modular Sofas,SODERHAMN System,57.0,38.0,5.0
Modular Sofas,SODERHAMN System,57.0,37.0,6.0
Modular Sofas,SODERHAMN System,38.0,28.0,2.0
Modular Sofas,SODERHAMN System,,93.0,
Modular Sofas,SODERHAMN System,149.0,99.0,25.0
Modular Sofas,SODERHAMN System,99.0,93.0,83.0
Modular Sofas,SODERHAMN System,191.0,186.0,83.0
Modular Sofas,SODERHAMN System,103.0,99.0,36.0
Modular Sofas,SODERHAMN System,82.0,82.0,53.0
Modular Sofas,SODERHAMN System,93.0,93.0,40.0
Modular Sofas,SODERHAMN System,,93.0,83.0
Modular Sofas,SODERHAMN System,,192.0,
Modular Sofas,SODERHAMN System,,198.0,83.0
Modular Sofas,SODERHAMN System,,186.0,
Modular Sofas,SODERHAMN System,,186.0,
Modular Sofas,SODERHAMN System,,186.0,
Modular Sofas,SODERHAMN System,,186.0,83.0
Modular Sofas,VALENTUNA System,,113.0,84.0
Modular Sofas,VALENTUNA System,,113.0,84.0
Modular Sofas,VALENTUNA System,,,60.0
Modular Sofas,VALENTUNA System,,,60.0
Modular Sofas,VALENTUNA System,,,60.0
Modular Sofas,VALENTUNA System,88.0,80.0,60.0
Modular Sofas,VALENTUNA System,88.0,80.0,60.0
Modular Sofas,VALENTUNA System,87.0,80.0,80.0
Modular Sofas,VALENTUNA System,107.0,100.0,80.0
Modular Sofas,VALENTUNA System,107.0,100.0,80.0
Modular Sofas,VALENTUNA System,107.0,100.0,80.0
Modular Sofas,VALENTUNA System,107.0,80.0,100.0
Modular Sofas,VALENTUNA System,87.0,80.0,80.0
Modular Sofas,VALENTUNA System,,100.0,80.0
Modular Sofas,VALENTUNA System,,100.0,80.0
Modular Sofas,VALENTUNA System,,100.0,80.0
Modular Sofas,VALENTUNA System,,100.0,80.0
Modular Sofas,VALENTUNA System,,100.0,80.0
Modular Sofas,VALENTUNA System,,80.0,80.0
Modular Sofas,VALENTUNA System,,80.0,80.0
Modular Sofas,VALENTUNA System,87.0,80.0,80.0
Modular Sofas,VALENTUNA System,,80.0,100.0
Modular Sofas,VALENTUNA System,,80.0,100.0
Modular Sofas,VALENTUNA System,,80.0,100.0
Modular Sofas,VALENTUNA System,,80.0,100.0
Modular Sofas,VALENTUNA System,,353.0,
Modular Sofas,VALENTUNA System,,353.0,
Modular Sofas,VALENTUNA System,,353.0,
Modular Sofas,VALENTUNA System,,266.0,84.0
Modular Sofas,VALENTUNA System,,266.0,84.0
Modular Sofas,VALENTUNA System,,260.0,84.0
Modular Sofas,VALENTUNA System,,346.0,84.0
Modular Sofas,VALENTUNA System,,346.0,84.0
Modular Sofas,VALENTUNA System,,346.0,84.0
Modular Sofas,VALENTUNA System,,346.0,84.0
Modular Sofas,VALENTUNA System,,193.0,84.0
Modular Sofas,VALENTUNA System,,193.0,84.0
Modular Sofas,VALENTUNA System,,273.0,104.0
Modular Sofas,VALENTUNA System,,466.0,104.0
Modular Sofas,VALENTUNA System,,466.0,104.0
Modular Sofas,VALENTUNA System,,273.0,104.0
Modular Sofas,VALENTUNA System,36.0,80.0,100.0
Modular Sofas,VALENTUNA System,36.0,80.0,100.0
Modular Sofas,VALENTUNA System,36.0,80.0,100.0
Modular Sofas,VALENTUNA System,36.0,80.0,100.0
Modular Sofas,VALENTUNA System,36.0,80.0,60.0
Modular Sofas,VALENTUNA System,36.0,80.0,80.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,36.0,80.0,80.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,36.0,24.0,3.0
Modular Sofas,VALENTUNA System,36.0,24.0,3.0
Modular Sofas,VALENTUNA System,36.0,80.0,80.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,36.0,80.0,80.0
Modular Sofas,VALENTUNA System,36.0,24.0,3.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,37.0,24.0,3.0
Modular Sofas,VALENTUNA System,36.0,80.0,100.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,36.0,24.0,3.0
Modular Sofas,VALENTUNA System,36.0,24.0,3.0
Modular Sofas,VALENTUNA System,36.0,100.0,80.0
Modular Sofas,VALENTUNA System,36.0,80.0,60.0
Modular Sofas,VALENTUNA System,36.0,24.0,2.0
Modular Sofas,VALENTUNA System,36.0,24.0,3.0
Modular Sofas,VALENTUNA System,40.0,75.0,8.0
Modular Sofas,VALENTUNA System,40.0,75.0,
Modular Sofas,VALENTUNA System,40.0,75.0,
Modular Sofas,VALENTUNA System,84.0,80.0,60.0
Modular Sofas,VALENTUNA System,,100.0,46.0
Modular Sofas,VALENTUNA System,,100.0,46.0
Modular Sofas,VALENTUNA System,,100.0,46.0
Modular Sofas,VALENTUNA System,,80.0,46.0
Modular Sofas,VALENTUNA System,,80.0,46.0
Modular Sofas,VALENTUNA System,,80.0,45.0
Modular Sofas,VALENTUNA System,,80.0,46.0
Modular Sofas,VALENTUNA System,103.0,80.0,45.0
Modular Sofas,VALENTUNA System,84.0,80.0,45.0
Modular Sofas,VALENTUNA System,105.0,80.0,45.0
Modular Sofas,VALENTUNA System,84.0,80.0,45.0
Modular Sofas,VALENTUNA System,57.0,37.0,7.0
Modular Sofas,VALENTUNA System,57.0,38.0,3.0
Modular Sofas,VALENTUNA System,36.0,24.0,5.0
Modular Sofas,VALENTUNA System,36.0,24.0,6.0
Modular Sofas,VALENTUNA System,57.0,37.0,3.0
Modular Sofas,VALENTUNA System,56.0,37.0,8.0
Modular Sofas,VALENTUNA System,57.0,37.0,7.0
Modular Sofas,VALENTUNA System,57.0,37.0,8.0
Modular Sofas,VALENTUNA System,36.0,24.0,6.0
Modular Sofas,VALENTUNA System,36.0,24.0,5.0
Modular Sofas,VALENTUNA System,56.0,37.0,4.0
Modular Sofas,VALENTUNA System,57.0,37.0,4.0
Modular Sofas,VALENTUNA System,57.0,37.0,3.0
Modular Sofas,VALENTUNA System,56.0,37.0,4.0
Modular Sofas,VALENTUNA System,36.0,24.0,5.0
Modular Sofas,VALENTUNA System,,193.0,84.0
Modular Sofas,VALENTUNA System,,193.0,84.0
Modular Sofas,VALENTUNA System,,186.0,84.0
Modular Sofas,VALENTUNA System,,266.0,84.0
Modular Sofas,VALENTUNA System,,273.0,84.0
Modular Sofas,VALENTUNA System,103.0,80.0,45.0
Modular Sofas,VALENTUNA System,,273.0,84.0
Modular Sofas,VALENTUNA System,,160.0,104.0
Modular Sofas,VALENTUNA System,,353.0,84.0
Modular Sofas,VALENTUNA System,,266.0,84.0
Modular Sofas,VALENTUNA System,,266.0,84.0
Modular Sofas,VALENTUNA System,,80.0,45.0
Modular Sofas,VALENTUNA System,,80.0,45.0
Modular Sofas,VALENTUNA System,,80.0,46.0
Modular Sofas,VALENTUNA System,,113.0,84.0
Modular Sofas,VALENTUNA System,,113.0,84.0
Modular Sofas,VALENTUNA System,103.0,80.0,45.0
Modular Sofas,VALENTUNA System,,273.0,104.0
Modular Sofas,VALENTUNA System,,273.0,104.0
Modular Sofas,VALENTUNA System,103.0,80.0,45.0
Modular Sofas,VALENTUNA System,,273.0,84.0
Modular Sofas,VALENTUNA System,,186.0,84.0
Modular Sofas,VALENTUNA System,,186.0,84.0
Modular Sofas,VALENTUNA System,,186.0,84.0
Modular Sofas,VIMLE System,82.0,70.0,20.0
Modular Sofas,VIMLE System,96.0,15.0,61.0
Modular Sofas,VIMLE System,96.0,15.0,61.0
Modular Sofas,VIMLE System,,111.0,
Modular Sofas,VIMLE System,,111.0,
Modular Sofas,VIMLE System,,322.0,
Modular Sofas,VIMLE System,,322.0,
Modular Sofas,VIMLE System,,252.0,
Modular Sofas,VIMLE System,,252.0,
Modular Sofas,VIMLE System,,252.0,
Modular Sofas,VIMLE System,,252.0,
Modular Sofas,VIMLE System,36.0,24.0,4.0
Modular Sofas,VIMLE System,57.0,38.0,4.0
Modular Sofas,VIMLE System,36.0,24.0,6.0
Modular Sofas,VIMLE System,57.0,38.0,12.0
Modular Sofas,VIMLE System,56.0,37.0,9.0
Modular Sofas,VIMLE System,57.0,38.0,7.0
Modular Sofas,VIMLE System,36.0,24.0,5.0
Modular Sofas,VIMLE System,57.0,38.0,5.0
Modular Sofas,VIMLE System,56.0,37.0,5.0
Modular Sofas,VIMLE System,57.0,38.0,4.0
Modular Sofas,VIMLE System,56.0,37.0,4.0
Modular Sofas,VIMLE System,57.0,38.0,5.0
Modular Sofas,VIMLE System,57.0,38.0,6.0
Modular Sofas,VIMLE System,36.0,25.0,8.0
Modular Sofas,VIMLE System,37.0,25.0,2.0
Modular Sofas,VIMLE System,57.0,38.0,6.0
Modular Sofas,VIMLE System,57.0,38.0,9.0
Modular Sofas,VIMLE System,36.0,25.0,6.0
Modular Sofas,VIMLE System,57.0,38.0,3.0
Modular Sofas,VIMLE System,37.0,25.0,2.0
Modular Sofas,VIMLE System,37.0,23.0,2.0
Modular Sofas,VIMLE System,57.0,38.0,6.0
Modular Sofas,VIMLE System,36.0,24.0,3.0
Modular Sofas,VIMLE System,36.0,25.0,3.0
Modular Sofas,VIMLE System,56.0,37.0,5.0
Modular Sofas,VIMLE System,36.0,25.0,4.0
Modular Sofas,VIMLE System,57.0,37.0,7.0
Modular Sofas,VIMLE System,57.0,37.0,6.0
Modular Sofas,VIMLE System,57.0,38.0,7.0
Modular Sofas,VIMLE System,57.0,38.0,9.0
Modular Sofas,VIMLE System,36.0,25.0,5.0
Modular Sofas,VIMLE System,57.0,38.0,6.0
Modular Sofas,VIMLE System,57.0,37.0,4.0
Modular Sofas,VIMLE System,37.0,25.0,2.0
Modular Sofas,VIMLE System,57.0,38.0,4.0
Modular Sofas,VIMLE System,57.0,38.0,3.0
Modular Sofas,VIMLE System,57.0,38.0,7.0
Modular Sofas,VIMLE System,36.0,24.0,3.0
Modular Sofas,VIMLE System,36.0,25.0,3.0
Modular Sofas,VIMLE System,57.0,37.0,3.0
Modular Sofas,VIMLE System,57.0,38.0,6.0
Modular Sofas,VIMLE System,57.0,37.0,7.0
Modular Sofas,VIMLE System,36.0,24.0,5.0
Modular Sofas,VIMLE System,57.0,38.0,5.0
Modular Sofas,VIMLE System,57.0,37.0,6.0
Modular Sofas,VIMLE System,57.0,37.0,4.0
Modular Sofas,VIMLE System,57.0,38.0,9.0
Modular Sofas,VIMLE System,36.0,25.0,6.0
Modular Sofas,VIMLE System,56.0,37.0,7.0
Modular Sofas,VIMLE System,57.0,38.0,5.0
Modular Sofas,VIMLE System,57.0,38.0,4.0
Modular Sofas,VIMLE System,38.0,25.0,2.0
Modular Sofas,VIMLE System,57.0,38.0,6.0
Modular Sofas,VIMLE System,57.0,38.0,8.0
Modular Sofas,VIMLE System,57.0,38.0,5.0
Modular Sofas,VIMLE System,37.0,23.0,2.0
Modular Sofas,VIMLE System,57.0,37.0,4.0
Modular Sofas,VIMLE System,57.0,38.0,4.0
Modular Sofas,VIMLE System,35.0,22.0,3.0
Modular Sofas,VIMLE System,98.0,73.0,48.0
Modular Sofas,VIMLE System,98.0,73.0,48.0
Modular Sofas,VIMLE System,98.0,73.0,48.0
Modular Sofas,VIMLE System,98.0,73.0,48.0
Modular Sofas,VIMLE System,98.0,73.0,48.0
Modular Sofas,VIMLE System,,93.0,
Modular Sofas,VIMLE System,,93.0,
Modular Sofas,VIMLE System,,93.0,
Modular Sofas,VIMLE System,,93.0,
Modular Sofas,VIMLE System,,93.0,
Modular Sofas,VIMLE System,,93.0,
Modular Sofas,VIMLE System,,141.0,
Modular Sofas,VIMLE System,,141.0,
Modular Sofas,VIMLE System,,141.0,
Modular Sofas,VIMLE System,,141.0,
Modular Sofas,VIMLE System,,141.0,
Modular Sofas,VIMLE System,,141.0,
Modular Sofas,VIMLE System,,71.0,
Modular Sofas,VIMLE System,,71.0,
Modular Sofas,VIMLE System,,71.0,
Modular Sofas,VIMLE System,,71.0,
Modular Sofas,VIMLE System,,71.0,
Modular Sofas,VIMLE System,,71.0,
Modular Sofas,VIMLE System,,211.0,
Modular Sofas,VIMLE System,,211.0,
Modular Sofas,VIMLE System,,211.0,
Modular Sofas,VIMLE System,,211.0,
Modular Sofas,VIMLE System,,211.0,
Modular Sofas,VIMLE System,,211.0,
Modular Sofas,VIMLE System,149.0,81.0,80.0
Modular Sofas,VIMLE System,98.0,73.0,45.0
Modular Sofas,VIMLE System,98.0,93.0,80.0
Modular Sofas,VIMLE System,217.0,211.0,80.0
Modular Sofas,VIMLE System,217.0,211.0,80.0
Modular Sofas,VIMLE System,81.0,71.0,80.0
Modular Sofas,VIMLE System,149.0,81.0,80.0
Modular Sofas,VIMLE System,81.0,71.0,80.0
